"V1" "V2"
"" 0.5 1
"P_cur" 0.788724424444682 1
"P_cur" 0.934719479936902 1
"P_cur" 0.945486165186922 1
"P_cur" 0.654899716171337 1
"P_cur" 0.993468280878926 1
"P_cur" 0.950410494597344 1
"P_cur" 0.771058741408563 1
"P_cur" 0.910197452895375 1
"P_cur" 0.920888691214751 1
"P_cur" 0.944035627683214 1
"P_cur" 0.72327760201551 1
"P_cur" 0.81922274723694 1
"P_cur" 0.899916697530323 1
"P_cur" 0.860765342326741 1
"P_cur" 0.000509191362475487 1
"P_cur" 0.670687892506468 1
"P_cur" 0.934038771240665 1
"P_cur" 0.976345329582318 1
"P_cur" 0.980557233291784 1
"P_cur" 0.996734620932577 1
"P_cur" 0.921931203804252 1
"P_cur" 0.931887188456046 1
"P_cur" 0.972262499839378 1
"P_cur" 0.983856382411952 1
"P_cur" 0.992054623863958 1
"P_cur" 0.982354757553872 1
"P_cur" 0.991325051943276 1
"P_cur" 0.942874061877815 1
"P_cur" 0.887854952445491 1
"P_cur" 0.912562407010904 1
"P_cur" 0.986559432320799 1
"P_cur" 0.994547915383575 1
"P_cur" 0.984861630923124 1
"P_cur" 0.987146842433292 1
"P_cur" 0.973407382334431 1
"P_cur" 0.00231220461256067 1
"P_cur" 0.76021145999732 1
"P_cur" 0.402090275534666 1
"P_cur" 0.771053883401583 1
"P_cur" 0.974578485713129 1
"P_cur" 0.862229618464171 1
"P_cur" 0.99749910662361 1
"P_cur" 0.978485761061619 1
"P_cur" 0.976022334060424 1
"P_cur" 0.903812338189821 1
"P_cur" 0.99119855447778 1
"P_cur" 0.987963944267812 1
"P_cur" 0.995788595321458 1
"P_cur" 0.927386521472155 1
"P_cur" 0.937992860794028 1
"P_cur" 0.983892930741879 1
"P_cur" 0.797264150156486 1
"P_cur" 0.837816346337985 1
"P_cur" 0.91896698122681 1
"P_cur" 0.8861665825826 1
"P_cur" 0.848199326825142 1
"P_cur" 0.984102655430925 1
"P_cur" 0.801054596940573 1
"P_cur" 0.936352319956675 1
"P_cur" 0.958832118943827 1
"P_cur" 0.979819284263458 1
"P_cur" 0.947556109814679 1
"P_cur" 0.914506192819353 1
"P_cur" 0.842827309517768 1
"P_cur" 0.856199712546891 1
"P_cur" 0.988250270597137 1
"P_cur" 0.766683050728077 1
"P_cur" 0.923153595273348 1
"P_cur" 0.988134801197058 1
"P_cur" 0.991546081247929 1
"P_cur" 0.874593507018593 1
"P_cur" 0.922160630982653 1
"P_cur" 0.90588514258669 1
"P_cur" 0.96163909641249 1
"P_cur" 0.99349452644295 1
"P_cur" 0.940501631139991 1
"P_cur" 0.81289772301916 1
"P_cur" 0.720188956222045 1
"P_cur" 0.892171945367313 1
"P_cur" 0.966608674472969 1
"P_cur" 0.970782590452381 1
"P_cur" 0.986748122624283 1
"P_cur" 0.929875698307947 1
"P_cur" 0.987353617719773 1
"P_cur" 0.926250520879977 1
"P_cur" 0.946197554739818 1
"P_cur" 0.905573993125708 1
"P_cur" 0.94823088159249 1
"P_cur" 0.909286343958761 1
"P_cur" 0.941399777473939 1
"P_cur" 0.995467612151198 1
"P_cur" 0.99235885821139 1
"P_cur" 0.970473469483427 1
"P_cur" 0.803991327423645 1
"P_cur" 0.932462632164375 1
"P_cur" 0.900006933694816 1
"P_cur" 0.994195212317342 1
"P_cur" 0.928809065009654 1
"P_cur" 0.94680432846677 1
"P_cur" 0.985807612849226 1
"P_cur" 0.857209785276459 1
"P_cur" 0.0303203527411486 1
"P_cur" 0.299043017552838 1
"P_cur" 0.943968599176569 1
"P_cur" 0.965365325132073 1
"P_cur" 0.943391553599489 1
"P_cur" 0.958249895527552 1
"P_cur" 0.961854659626689 1
"P_cur" 0.903131145107303 1
"P_cur" 0.861204825495032 1
"P_cur" 0.938054661854159 1
"P_cur" 0.821104525844181 1
"P_cur" 0.783638854406171 1
"P_cur" 0.975148290966444 1
"P_cur" 0.92406764921474 1
"P_cur" 0.927930375389745 1
"P_cur" 0.931783467563547 1
"P_cur" 0.972059312839177 1
"P_cur" 0.935624834078912 1
"P_cur" 0.984618402108153 1
"P_cur" 0.958914772799555 1
"P_cur" 0.792176973617184 1
"P_cur" 0.977701700746809 1
"P_cur" 0.714379048938763 1
"P_cur" 0.86930502586349 1
"P_cur" 0.905874667451093 1
"P_cur" 0.974890209618856 1
"P_cur" 0.934391864350898 1
"P_cur" 0.999391920504977 1
"P_cur" 0.957143893694456 1
"P_cur" 0.958290734001115 1
"P_cur" 0.944164510166653 1
"P_cur" 0.97350725405786 1
"P_cur" 0.978461070249745 1
"P_cur" 0.90807691632088 1
"P_cur" 0.96850565885895 1
"P_cur" 0.942745837075804 1
"P_cur" 0.987980659715305 1
"P_cur" 0.52119919330266 1
"P_cur" 0.612494043783268 1
"P_cur" 0.977638526224412 1
"P_cur" 0.939161322069075 1
"P_cur" 0.964191814365131 1
"P_cur" 0.986988357480411 1
"P_cur" 0.942862719723333 1
"P_cur" 0.950574075016777 1
"P_cur" 0.92367642801663 1
"P_cur" 0.965621208005899 1
"P_cur" 0.998187785288993 1
"P_cur" 0.921291404536413 1
"P_cur" 0.8662905674858 1
"P_cur" 0.934148380864475 1
"P_cur" 0.999267486787909 1
"P_cur" 0.819043753627834 1
"P_cur" 0.952479146362889 1
"P_cur" 0.923665662605663 1
"P_cur" 0.864923756276259 1
"P_cur" 0.898619585152363 1
"P_cur" 0.9389371491982 1
"P_cur" 0.934992359505854 1
"P_cur" 0.984927760633674 1
"P_cur" 0.796245450551471 1
"P_cur" 0.978486171992764 1
"P_cur" 0.906342339467898 1
"P_cur" 0.951915368203389 1
"P_cur" 0.987708962221389 1
"P_cur" 0.983565259113093 1
"P_cur" 0.971725100252975 1
"P_cur" 0.974013152634352 1
"P_cur" 0.920009219507551 1
"P_cur" 0.856754557855244 1
"P_cur" 0.990231946660765 1
"P_cur" 0.99552826266163 1
"P_cur" 0.775844390435441 1
"P_cur" 0.985273997193626 1
"P_cur" 0.95479409376304 1
"P_cur" 0.998190155336147 1
"P_cur" 0.982854890033863 1
"P_cur" 0.916446044095172 1
"P_cur" 0.975395355183871 1
"P_cur" 0.917706728121911 1
"P_cur" 0.991349268296701 1
"P_cur" 0.97800301599854 1
"P_cur" 0.9340950077403 1
"P_cur" 0.997448525826701 1
"P_cur" 0.985893808284435 1
"P_cur" 0.983867838514512 1
"P_cur" 0.914712819955328 1
"P_cur" 0.946386349820763 1
"P_cur" 0.952862819920312 1
"P_cur" 0.952638687578791 1
"P_cur" 0.858015072786913 1
"P_cur" 0.841658196472594 1
"P_cur" 0.914111566043838 1
"P_cur" 0.900725680394376 1
"P_cur" 0.929447168108402 1
"P_cur" 0.914949052338505 1
"P_cur" 0.935259174788101 1
"P_cur" 0.787548103942529 1
"P_cur" 0.979690361390601 1
"P_cur" 0.856119575025557 1
"P_cur" 0.96537542792349 1
"P_cur" 0.975651654003785 1
"P_cur" 0.970259461576884 1
"P_cur" 0.903928658915133 1
"P_cur" 0.934341488128301 1
"P_cur" 0.852766829214876 1
"P_cur" 0.955648064778149 1
"P_cur" 0.992358486905057 1
"P_cur" 0.814811236660735 1
"P_cur" 0.994685135698243 1
"P_cur" 0.993234953760409 1
"P_cur" 0.97801964398008 1
"P_cur" 0.995069892336672 1
"P_cur" 0.96461531212811 1
"P_cur" 0.954725673862131 1
"P_cur" 0.973514476081288 1
"P_cur" 0.983740712200498 1
"P_cur" 0.991330428933176 1
"P_cur" 0.848215085622206 1
"P_cur" 0.954392927500861 1
"P_cur" 0.995731395672067 1
"P_cur" 0.980014902828413 1
"P_cur" 0.998616508688615 1
"P_cur" 0.96633846506796 1
"P_cur" 0.84963293136918 1
"P_cur" 0.962755142054692 1
"P_cur" 0.864500979906885 1
"P_cur" 0.973214986674493 1
"P_cur" 0.993762580002349 1
"P_cur" 0.993224686986492 1
"P_cur" 0.970208001220532 1
"P_cur" 0.902190436137002 1
"P_cur" 0.995436303261161 1
"P_cur" 0.647070912264998 1
"P_cur" 0.93241606195707 1
"P_cur" 0.920508170101476 1
"P_cur" 0.996597353720523 1
"P_cur" 0.961341448323628 1
"P_cur" 0.841115064980574 1
"P_cur" 0.934317935876931 1
"P_cur" 0.967696077351003 1
"P_cur" 0.884211261785668 1
"P_cur" 0.991142250480973 1
"P_cur" 0.848922810744705 1
"P_cur" 0.928861299674076 1
"P_cur" 0.956779312193256 1
"P_cur" 0.94454884422548 1
"P_cur" 0.988327832455948 1
"P_cur" 0.786257871109413 1
"P_cur" 0.999171695791391 1
"P_cur" 0.900768146931007 1
"P_cur" 0.831440446828383 1
"P_cur" 0.925878620180647 1
"P_cur" 0.93599554024228 1
"P_cur" 0.930627389569165 1
"P_cur" 0.925412420234284 1
"P_cur" 0.879079386075881 1
"P_cur" 0.99113605470452 1
"P_cur" 0.988126815183753 1
"P_cur" 0.849563426487422 1
"P_cur" 0.951107043606746 1
"P_cur" 0.960473409081183 1
"P_cur" 0.911223483971578 1
"P_cur" 0.972249866489279 1
"P_cur" 0.965825154603724 1
"P_cur" 0.912939929210311 1
"P_cur" 0.982085975191909 1
"P_cur" 0.882895265724006 1
"P_cur" 0.973760838133849 1
"P_cur" 0.8955980382583 1
"P_cur" 0.907630311635813 1
"P_cur" 0.957574867030017 1
"P_cur" 0.810526587021363 1
"P_cur" 0.0804628641553533 1
"P_cur" 0.609639518848726 1
"P_cur" 0.978550267566781 1
"P_cur" 0.745205937503175 1
"P_cur" 0.895953261533229 1
"P_cur" 0.999908750682623 1
"P_cur" 0.992342467535054 1
"P_cur" 0.967519970990336 1
"P_cur" 0.947820398433781 1
"P_cur" 0.384217837612162 1
"P_cur" 0.65653473971941 1
"P_cur" 0.921392922410198 1
"P_cur" 0.932252566050851 1
"P_cur" 0.963801929379793 1
"P_cur" 0.0959963762249231 1
"P_cur" 0.520812098870059 1
"P_cur" 0.911216749408318 1
"P_cur" 0.885118057052621 1
"P_cur" 0.954086508890361 1
"P_cur" 0.969457677494338 1
"P_cur" 0.964555380484072 1
"P_cur" 0.913132843769151 1
"P_cur" 0.910609068465923 1
"P_cur" 0.837435463532652 1
"P_cur" 0.943270430320432 1
"P_cur" 0.899781259361389 1
"P_cur" 0.960670806076015 1
"P_cur" 0.858268335984994 1
"P_cur" 0.95415564156401 1
"P_cur" 0.886675086662582 1
"P_cur" 0.899653541662026 1
"P_cur" 0.996405031837465 1
"P_cur" 0.987681854887615 1
"P_cur" 0.966990345103714 1
"P_cur" 0.967533554026473 1
"P_cur" 0.948977644431445 1
"P_cur" 0.973186646260045 1
"P_cur" 0.992523751587002 1
"P_cur" 0.94371402869214 1
"P_cur" 0.992060943524788 1
"P_cur" 0.956774869189424 1
"P_cur" 0.990905083689395 1
"P_cur" 0.957226004573741 1
"P_cur" 0.975939954150637 1
"P_cur" 0.994828597955394 1
"P_cur" 0.892967636859877 1
"P_cur" 0.882576845142253 1
"P_cur" 0.933140032882147 1
"P_cur" 0.999210255634181 1
"P_cur" 0.882516970329007 1
"P_cur" 0.905044176242716 1
"P_cur" 0.895847558259637 1
"P_cur" 0.979207509175431 1
"P_cur" 0.740205984869734 1
"P_cur" 0.996303770989603 1
"P_cur" 0.993484698747345 1
"P_cur" 0.557759551495196 1
"P_cur" 0.794762805112295 1
"P_cur" 0.976776311339441 1
"P_cur" 0.986308387021885 1
"P_cur" 0.995540740438937 1
"P_cur" 0.953308731692099 1
"P_cur" 0.662921940401097 1
"P_cur" 0.960231026937751 1
"P_cur" 0.883061130636456 1
"P_cur" 0.9974130131124 1
"P_cur" 0.967263140447008 1
